Jason Kölker;Rackspace;1900-01-01;2100-01-01;346
Jason Smith;Rackspace;1900-01-01;2100-01-01;1
Jason Straw;Rackspace;1900-01-01;2100-01-01;3
Jaume Devesa;Stackops;1900-01-01;2100-01-01;1
Javier Martinez Canillas;Collabora;1900-01-01;2100-01-01;1
Jay Clark;Red Hat;1900-01-01;2100-01-01;4
Jay Lau;IBM;2013-05-11;2100-01-01;27
Jay Payne;Rackspace;1900-01-01;2100-01-01;21
Jay S. Bryant;IBM;2013-04-24;2100-01-01;9
jaypei;Qunar;1900-01-01;2100-01-01;2
jaypipes;AT&T;2012-06-04;2100-01-01;32
jaypipes;HP;2011-12-01;2012-06-04;40
jaypipes;Rackspace;1900-01-01;2011-12-01;55
jaypipes@gmail.com;AT&T;1900-01-01;2100-01-01;282
JC Martin;eBay;1900-01-01;2100-01-01;1
JCallicoat;Rackspace;1900-01-01;2100-01-01;2
Jean-Baptiste RANSY;Alyseo;1900-01-01;2100-01-01;12
Jean-Marc Saffroy;Scality;1900-01-01;2100-01-01;3
Jeff Milstead;Mirantis;1900-01-01;2100-01-01;2
Jeff Peeler;Red Hat;1900-01-01;2100-01-01;87
Jeffrey Wilcox;Midokura;1900-01-01;2100-01-01;39
Jenkins;-Bot;1900-01-01;2100-01-01;3
jenny-shieh;HP;1900-01-01;2100-01-01;4
Jens-Christian Fischer;Big Switch Networks;1900-01-01;2100-01-01;1
Jeremy Hanmer;DreamHost;1900-01-01;2100-01-01;2
Jeremy Stanley;HP;1900-01-01;2013-04-08;120
Jeremy Stanley;OpenStack Foundation;2013-04-08;2100-01-01;136
Jérôme Gallard;-Individual;1900-01-01;2100-01-01;3
Jesse Andrews;Nebula;2012-07-20;2100-01-01;2
Jesse Andrews;Rackspace;1900-01-01;2012-07-20;218
Jesse Keating;Rackspace;2013-05-06;2100-01-01;1
Jessica Lucci;Rackspace;1900-01-01;2100-01-01;1
Jiajun Liu;Sina;1900-01-01;2013-09-20;19
Jian Wen;Canonical;2012-12-01;2100-01-01;12
Jian Wen;Sina;1900-01-01;2012-12-01;16
Jian Zhang;Intel;1900-01-01;2100-01-01;2
Jiang Yong;North China Univ.;1900-01-01;2100-01-01;2
jiangwt100;Sina;1900-01-01;2013-09-12;14
Jianing YANG;Cloudbase Solutions;1900-01-01;2100-01-01;11
jiataotj;IBM;2013-06-14;2100-01-01;3
Jim Branen;HP;1900-01-01;2100-01-01;11
Jim Fehlig;SUSE;1900-01-01;2100-01-01;13
Jinhe Fang;NetEase;1900-01-01;2100-01-01;1
Jinwoo 'Joseph' Suh;ISI;1900-01-01;2100-01-01;9
Jiri Tomasek;Red Hat;1900-01-01;2100-01-01;6
jking-6;Internap;1900-01-01;2100-01-01;1
jmeridth;Rackspace;1900-01-01;2100-01-01;1
Joe Arnold;Cloudscaling;1900-01-01;2011-10-01;2
Joe Arnold;SwiftStack;2011-10-01;2100-01-01;3
Joe Cropper;IBM;2013-09-18;2100-01-01;2
Joe Cruz;Rackspace;2012-09-17;2100-01-01;3
Joe Duhamel;XMotra;1900-01-01;2100-01-01;1
Joe Gordon;Cloudscaling;1900-01-01;2013-05-28;335
Joe Gordon;HP;2013-05-28;2100-01-01;121
Joe H. Rahme;eNovance;2013-08-07;2100-01-01;3
Joe Heck;Nebula;1900-01-01;2100-01-01;138
Joe Mills;Midokura;2013-09-27;2100-01-01;1
Joe Savak;Rackspace;1900-01-01;2100-01-01;14
Joe Topjian;Cybera Inc;1900-01-01;2100-01-01;9
Joel Coffman;JHU APL;1900-01-01;2100-01-01;8
Johannes Erdfelt;Rackspace;1900-01-01;2100-01-01;398
John Bresnahan;Red Hat;1900-01-01;2100-01-01;38
John Davidge;Cisco Systems;1900-01-01;2100-01-01;2
John Dennis;Red Hat;2013-08-26;2100-01-01;3
John Dewey;AT&T;1900-01-01;2100-01-01;12
John Dickinson;Rackspace;1900-01-01;2012-06-19;237
John Dickinson;SwiftStack;2012-06-19;2100-01-01;64
John Eo;Rackspace;1900-01-01;2100-01-01;9
John Garbutt;Citrix;1900-01-01;2012-10-01;24
John Garbutt;Citrix Systems;2012-10-01;2100-01-01;54
John H. Tran;AT&T;2012-06-28;2100-01-01;5
John Herndon;HP;1900-01-01;2100-01-01;8
John Jason Brzozowski;Comcast;1900-01-01;2100-01-01;1
John Kennedy;Intel;1900-01-01;2100-01-01;2
John Lenihan;HP;1900-01-01;2100-01-01;4
John Postlethwait;Nebula;1900-01-01;2100-01-01;39
John Tran;AT&T;1900-01-01;2100-01-01;104
John Uetz;Flickerbox;1900-01-01;2100-01-01;1
John Warren;IBM;2013-07-10;2100-01-01;1
john-griffith;SolidFire;1900-01-01;2100-01-01;251
jokcylou;Sina;1900-01-01;2100-01-01;1
jola-mirecka;HP;1900-01-01;2100-01-01;5
Jon Proulx;CSAIL;1900-01-01;2100-01-01;15
Jon-Paul Sullivan;HP;1900-01-01;2100-01-01;2
Jonathan Bryce;OpenStack Foundation;1900-01-01;2100-01-01;5
Jonathan Gonzalez V;BluePlanet;1900-01-01;2100-01-01;1
Jonathan LaCour;DreamHost;1900-01-01;2100-01-01;1
Jordan Rinke;Rackspace;1900-01-01;2013-09-01;9
JordanP;OCTO Tech.;1900-01-01;2100-01-01;6
Jorge L. Williams;Rackspace;1900-01-01;2100-01-01;101
Jose Castro Leon;CERN;1900-01-01;2100-01-01;16
Joseph W. Breu;Rackspace;1900-01-01;2100-01-01;11
Josh Dorothy;HP;2012-11-15;2100-01-01;2
Josh Durgin;DreamHost;1900-01-01;2012-07-01;12
Josh Durgin;Inktank;2012-07-01;2100-01-01;24
Josh Kearney;Piston Cloud;1900-01-01;2013-05-01;315
Josh Kearney;Rackspace;2013-05-01;2100-01-01;2
Joshua Harlow;Yahoo!;1900-01-01;2100-01-01;43
Joshua Hesketh;Rackspace;1900-01-01;2100-01-01;20
Joshua McKenty;Piston Cloud;1900-01-01;2100-01-01;67
Juan J. Martinez;Memset;1900-01-01;2100-01-01;3
Juerg Haefliger;HP;1900-01-01;2100-01-01;2
Juergen Brendel;Cisco Systems;1900-01-01;2100-01-01;1
Julia Varlamova;Mirantis;2013-07-11;2100-01-01;5
Juliano Martinez;Locaweb;1900-01-01;2100-01-01;9
Julie Pichon;Red Hat;1900-01-01;2100-01-01;67
Julien Danjou;eNovance;1900-01-01;2100-01-01;462
JUN JIE NAN;IBM;2013-07-16;2100-01-01;16
Jun Park;BlueHost;1900-01-01;2100-01-01;1
Justin Hammond;Rackspace;1900-01-01;2100-01-01;6
justin Lund;DreamHost;1900-01-01;2100-01-01;2
Justin SB;FathomDB;1900-01-01;2100-01-01;230
Justin Shepherd;Rackspace;1900-01-01;2100-01-01;107
justin-hopper;HP;2013-01-04;2100-01-01;16
K Jonathan Harker;HP;1900-01-01;2100-01-01;11
Kai Zhang;Zelin;1900-01-01;2100-01-01;1
Kaitlin Farr;JHU APL;1900-01-01;2100-01-01;1
Kaiwei Fan;VMware;1900-01-01;2100-01-01;7
Kannan Manickam;RightScale Inc.;1900-01-01;2100-01-01;3
Kanzhe Jiang;Bit Switch Networks;1900-01-01;2100-01-01;3
Kapil Saxena;GlobalLogic;1900-01-01;2100-01-01;1
Karin Levenstein;Rackspace;1900-01-01;2100-01-01;5
Kartik Bommepally;VMware;1900-01-01;2100-01-01;9
Kashi Reddy;Rackspace;1900-01-01;2100-01-01;2
Kashyap Chamarthy;Red Hat;1900-01-01;2100-01-01;2
Katherine Elliott;HP;1900-01-01;2100-01-01;2
Kaushik Chandrashekar;Rackspace;2013-03-08;2100-01-01;4
kavan-patil;HP;1900-01-01;2100-01-01;2
KC Wang;Big Switch Networks;1900-01-01;2100-01-01;6
Ke Wu;Nebula;1900-01-01;2100-01-01;10
Keith Burns;Nexus IS;1900-01-01;2100-01-01;4
Kelsey Tripp;Nebula;1900-01-01;2100-01-01;16
Ken Pepple;Internap;1900-01-01;2100-01-01;136
Ken Thomas;Yahoo!;1900-01-01;2100-01-01;8
Ken'ichi Ohmichi;NEC;1900-01-01;2100-01-01;45
Kenneth Giusti;Red Hat;1900-01-01;2100-01-01;1
Kenneth Wilke;Rackspace;2013-06-17;2100-01-01;1
Kersten Richter;IBM;1900-01-01;2100-01-01;3
Kevin Benton;Bit Switch Networks;1900-01-01;2100-01-01;26
Kevin Bringard;AT&T;1900-01-01;2100-01-01;14
Kevin Conway;Rackspace;1900-01-01;2100-01-01;3
Kevin Jackson;Rackspace;1900-01-01;2100-01-01;1
Kevin L. Mitchell;Rackspace;1900-01-01;2100-01-01;204
Kevin McDonald;IBM;1900-01-01;2100-01-01;3
Khai Do;HP;1900-01-01;2100-01-01;60
Khaled Hussein;Rackspace;1900-01-01;2100-01-01;17
Kiall Mac Innes;HP;2013-01-07;2100-01-01;14
Kiall Mac Innes;Managed IT;1900-01-01;2013-01-07;23
Kieran Spear;University of Melbourne;2012-11-06;2100-01-01;51
kirankv;HP;1900-01-01;2100-01-01;5
Kirill Shileev;Grid Dynamics;1900-01-01;2100-01-01;5
KIYOHIRO ADACHI;NEC;1900-01-01;2100-01-01;11
KnightHacker;Rackspace;1900-01-01;2100-01-01;5
Koert van der Veer;CloudVPS;1900-01-01;2100-01-01;2
Koji Iida;NTT;1900-01-01;2100-01-01;5
Kost;ISI;1900-01-01;2100-01-01;1
Kota Tsuyuzaki;NTT;1900-01-01;2100-01-01;3
Kravchenko Pavel;IBM;1900-01-01;2100-01-01;16
Krishna Raman;Red Hat;1900-01-01;2100-01-01;1
Kui Shi;Polycom;1900-01-01;2100-01-01;45
Kun Huang;UnitedStack;1900-01-01;2100-01-01;59
Kurt Griffiths;Rackspace;2013-02-26;2100-01-01;78
Kurt Martin;HP;1900-01-01;2100-01-01;38
Kurt Taylor;IBM;1900-01-01;2100-01-01;14
Kwadronaut;-Individual;1900-01-01;2100-01-01;2
Kyle Mestery;Cisco Systems;1900-01-01;2100-01-01;13
Kylin CG;-Individual;1900-01-01;2100-01-01;3
Ladislav Smola;Red Hat;1900-01-01;2100-01-01;12
ladquin;-Individual;1900-01-01;2100-01-01;45
Lakhinder Walia;Hitachi Data Systems;1900-01-01;2100-01-01;5
Lance Bragstad;IBM;1900-01-01;2100-01-01;22
lapgoon;Sina;1900-01-01;2100-01-01;1
Larisa Ustalov;Red Hat;1900-01-01;2100-01-01;1
Larry Matter;Coraid;1900-01-01;2100-01-01;1
Lars Gellrich;HP;1900-01-01;2100-01-01;4
lawrancejing;Stackinsider;1900-01-01;2100-01-01;14
Leah Klearman;-Individual;1900-01-01;2100-01-01;5
leekelby;Sina;1900-01-01;2100-01-01;1
Leif Madsen;Thinking Phone Networks;1900-01-01;2100-01-01;2
Leo Toyoda;NEC;1900-01-01;2100-01-01;12
Leon Cui;VMware;1900-01-01;2100-01-01;1
Les Orchard;Mozilla Corp.;1900-01-01;2100-01-01;1
leseb;eNovance;2013-05-06;2100-01-01;2
Li Chen;Intel;1900-01-01;2100-01-01;1
Li Ma;Stackinsider;1900-01-01;2100-01-01;2
Liam Kelleher;HP;1900-01-01;2100-01-01;3
Liang Bo;99cloud;1900-01-01;2100-01-01;1
Liang Chen;IBM;2013-04-04;2100-01-01;54
Lianhao Lu;Intel;1900-01-01;2100-01-01;42
Liem Nguyen;HP;1900-01-01;2100-01-01;5
Likitha Shetty;Citrix;1900-01-01;2100-01-01;1
Lin Hua Cheng;HP;1900-01-01;2100-01-01;53
linggao;IBM;2013-09-13;2100-01-01;11
LingxianKong;Huawei;1900-01-01;2100-01-01;9
LinuxJedi;HP;1900-01-01;2100-01-01;150
Liu Yuan;-Individual;1900-01-01;2100-01-01;1
Liu, Zhi Kun;IBM;2013-06-27;2100-01-01;10
liuan;-Individual;1900-01-01;2100-01-01;1
liyingjun;-Individual;1900-01-01;2100-01-01;14
Logan McNaughton;Bacoosta IT;1900-01-01;2100-01-01;5
Loganathan Parthipan;HP;1900-01-01;2100-01-01;6
Loic Dachary;Upstream Univ.;1900-01-01;2100-01-01;1
Lorin Hochstein;ISI;1900-01-01;2012-01-01;102
Lorin Hochstein;Nimbis Services;2012-01-01;2100-01-01;286
lrqrun;Sina;1900-01-01;2100-01-01;14
Lucas Alvares Gomes;-Individual;1900-01-01;2100-01-01;76
Luis A. Garcia;IBM;2013-07-18;2100-01-01;35
Luis Fernandez Alvarez;CERN;1900-01-01;2100-01-01;3
Lukas Bednar;Red Hat;1900-01-01;2100-01-01;1
Luke Gorrie;Snabb;1900-01-01;2100-01-01;2
Lvov Maxim;Mirantis;1900-01-01;2100-01-01;31
lzyeval;Intel;2012-06-19;2100-01-01;274
lzyeval;Sina;1900-01-01;2012-06-19;82
Mahesh K P;Rackspace;1900-01-01;2100-01-01;8
Major Hayden;Rackspace;1900-01-01;2100-01-01;10
Malini Bhandaru;Intel;1900-01-01;2100-01-01;7
Malini Kamalambal;Rackspace;2013-06-03;2100-01-01;19
Mandar Vaze;NTT;1900-01-01;2100-01-01;10
Mandell Degerness;Piston Cloud;1900-01-01;2100-01-01;10
Marc Koderer;Deutsche Telekom;1900-01-01;2100-01-01;14
Marcelo Martins;Rackspace;1900-01-01;2100-01-01;6
Maris Fogels;-Individual;1900-01-01;2100-01-01;2
Mark Collier;OpenStack Foundation;1900-01-01;2100-01-01;2
Mark Gius;Nebula;1900-01-01;2100-01-01;107
Mark Holmquist;Wikimedia Foundation;1900-01-01;2100-01-01;3
Mark J. Washenberger;Rackspace;1900-01-01;2100-01-01;51
Mark McClain;DreamHost;1900-01-01;2100-01-01;92
Mark McLoughlin;Red Hat;1900-01-01;2100-01-01;987
Mark Seger;HP;1900-01-01;2100-01-01;3
Mark Washenberger;Rackspace;2011-02-28;2100-01-01;177
Martin Loschwitz;Hastexo;1900-01-01;2100-01-01;1
Martin Packman;Canonical;1900-01-01;2100-01-01;3
Martina Kollarova;Red Hat;1900-01-01;2100-01-01;9
Marton Kiss;Xemeti Kft.;1900-01-01;2100-01-01;5
Martyn Taylor;Red Hat;2013-05-29;2100-01-01;2
Maru Newby;Internap;1900-01-01;2013-01-01;43
Maru Newby;Red Hat;2013-01-01;2100-01-01;25
Masanori Itoh;NTT;1900-01-01;2100-01-01;28
Masayuki Igawa;NEC;1900-01-01;2100-01-01;16
masumotok;NTT;1900-01-01;2100-01-01;82
mat;Orange;1900-01-01;2100-01-01;12
Mate Lakat;Citrix;1900-01-01;2100-01-01;76
Mathew Odden;IBM;1900-01-01;2100-01-01;27
Mathieu Gagné;iWeb Tech.;1900-01-01;2100-01-01;49
Mathieu Mitchell;iWeb Tech.;1900-01-01;2100-01-01;2
mathrock;National Security Agency;1900-01-01;2100-01-01;5
Matt;-Individual;1900-01-01;2100-01-01;1
Matt Domsch;Dell;1900-01-01;2100-01-01;1
Matt Joyce;Cloudscaling;1900-01-01;2100-01-01;21
Matt Ray;Opscode;1900-01-01;2100-01-01;1
Matt Riedemann;IBM;2013-05-02;2100-01-01;69
Matt Thompson;Rackspace;1900-01-01;2100-01-01;4
Matt Wagner;Red Hat;1900-01-01;2100-01-01;1
Matthew;IBM;1900-01-01;2100-01-01;246
Matthew Hooker;Cloudscaling;1900-01-01;2100-01-01;41
Matthew Macdonald-Wallace;HP;1900-01-01;2100-01-01;6
Matthew Sherborne;Rackspace;1900-01-01;2100-01-01;23
Matthew Wagoner;HP;1900-01-01;2100-01-01;19
Matthias Runge;Red Hat;1900-01-01;2100-01-01;30
Matthieu Huin;eNovance;2013-05-03;2100-01-01;1
MattieuPuel;CNRS;1900-01-01;2100-01-01;1
Mauro S. M. Rodrigues;IBM;1900-01-01;2100-01-01;72
meera-belur;HP;1900-01-01;2100-01-01;1
Mehdi Abaakouk;eNovance;1900-01-01;2100-01-01;81
melwitt;Yahoo!;1900-01-01;2100-01-01;18
Michael Barton;Rackspace;1900-01-01;2100-01-01;126
Michael Basnight;Rackspace;1900-01-01;2100-01-01;127
Michael Chapman;Cisco Systems;2013-06-25;2100-01-01;2
Michael Gundlach;Rackspace;1900-01-01;2100-01-01;157
Michael H Wilson;BlueHost;1900-01-01;2100-01-01;5
Michael J Fork;IBM;1900-01-01;2100-01-01;32
Michael Kerrin;HP;1900-01-01;2100-01-01;30
Michael Shuler;Rackspace;1900-01-01;2100-01-01;1
Michael Still;Canonical;1900-01-01;2012-12-13;147
Michael Still;Rackspace;2012-12-13;2100-01-01;104
Michael Szilagyi;Nebula;1900-01-01;2100-01-01;6
Michal Smereczynski;-Individual;1900-01-01;2100-01-01;1
Miguel Lavalle;-Individual;1900-01-01;2100-01-01;5
Mike Asthalter;Rackspace;2013-09-12;2100-01-01;1
Mike Lundy;Piston Cloud;1900-01-01;2100-01-01;11
Mike Milner;Canonical;1900-01-01;2100-01-01;2
Mike Perez;DreamHost;1900-01-01;2100-01-01;54
Mike Pittaro;La Honda Research;2012-02-01;2012-06-01;7
Mike Scherbakov;Mirantis;1900-01-01;2100-01-01;9
Mike Widman;Endurance Wind Power;1900-01-01;2100-01-01;1
Mikhail Khodos;Nexenta;2013-08-05;2100-01-01;1
Miklos Vajna;SUSE;2013-01-24;2100-01-01;1
Mikyung Kang;ISI;1900-01-01;2100-01-01;20
mingyan bao;HP;1900-01-01;2100-01-01;1
Mitsuhiko Yamazaki;NEC;1900-01-01;2100-01-01;14
mkislinska;Grid Dynamics;2013-05-17;2100-01-01;1
Mohammed Naser;VexxHost;1900-01-01;2100-01-01;9
monsterxx03;Sina;1900-01-01;2013-06-06;4
Monsyne Dragon;Rackspace;1900-01-01;2100-01-01;44
Monty Taylor;HP;2011-12-01;2100-01-01;1039
Monty Taylor;Rackspace;1900-01-01;2011-12-01;297
Morgan Fainberg;Metacloud;1900-01-01;2100-01-01;36
MORITA Kazutaka;NTT;1900-01-01;2100-01-01;32
MotoKen;-Individual;1900-01-01;2100-01-01;37
Motonobu Ichimura;NTT;1900-01-01;2100-01-01;1
mouad benchchaoui;Cloudbau;1900-01-01;2100-01-01;4
msdubov;Mirantis;2013-08-26;2100-01-01;1
Muharem Hrnjadovic;-Individual;1900-01-01;2100-01-01;1
Mukul;-Individual;1900-01-01;2100-01-01;2
Muneyuki Noguchi;NTT;1900-01-01;2100-01-01;10
Nachi Ueno;NTT;1900-01-01;2100-01-01;105
Nachiappan VR N;HP;1900-01-01;2100-01-01;8
nancykyo;-Individual;1900-01-01;2100-01-01;2
Nathan Beittenmiller;SoftLayer;1900-01-01;2100-01-01;1
Nathanael Burton;National Security Agency;1900-01-01;2100-01-01;3
Naveed Massjouni;Rackspace;1900-01-01;2100-01-01;139
Navneet Kumar;Rackspace;1900-01-01;2100-01-01;1
Navneet Singh;NetApp;1900-01-01;2100-01-01;26
Nayna Patel;HP;1900-01-01;2100-01-01;16
Nejc Saje;XLAB;1900-01-01;2100-01-01;1
nerminamiller;Mirantis;1900-01-01;2100-01-01;16
Newptone;Sina;1900-01-01;2013-09-21;2
Nicholas Chase;Mirantis;1900-01-01;2100-01-01;4
Nicholas Kuechler;Rackspace;1900-01-01;2100-01-01;3
Nick Bartos;Piston Cloud;1900-01-01;2100-01-01;2
Nicolas Barcet (nijaba);Canonical;1900-01-01;2100-01-01;24
Nicolas Barcet (nijaba);eNovance;2013-04-26;2100-01-01;5
Nicolas Simonds;Metacloud;1900-01-01;2100-01-01;28
Nikhil Komawar;Rackspace;1900-01-01;2100-01-01;14
Nikhil Manchanda;HP;1900-01-01;2100-01-01;27
Nikola Dipanov;Red Hat;1900-01-01;2100-01-01;61
Nikolaj Starodubtsev;Mirantis;1900-01-01;2100-01-01;2
Nikolay Sobolevskiy;Mirantis;1900-01-01;2100-01-01;9
Nikolay Sokolov;Grid Dynamics;1900-01-01;2100-01-01;23
ning;-Individual;1900-01-01;2100-01-01;3
Nirmal Ranganathan;Rackspace;1900-01-01;2100-01-01;40
nithya-ganesan;HP;1900-01-01;2100-01-01;2
niu-zglinux;Centrin;1900-01-01;2100-01-01;34
Noboru Arai;NEC;1900-01-01;2100-01-01;3
Noorul Islam K M;-Individual;1900-01-01;2100-01-01;5
Oleg Bondarev;Mirantis;1900-01-01;2100-01-01;42
Oleg Gelbukh;Mirantis;2013-08-08;2100-01-01;1
Ollie Leahy;HP;1900-01-01;2100-01-01;17
OpenStack Jenkins;-Bot;1900-01-01;2100-01-01;500
Ori Livneh;Wikimedia Foundation;2013-05-03;2100-01-01;4
Oz Akan;Rackspace;1900-01-01;2100-01-01;1
Pádraig Brady;Red Hat;1900-01-01;2100-01-01;119
Paolo Gatti;-Individual;1900-01-01;2100-01-01;2
Patrick Schaefer;IBM;1900-01-01;2100-01-01;1
Paul Belanger;PolyBeacon Inc.;1900-01-01;2100-01-01;56
Paul Bourke;HP;1900-01-01;2100-01-01;23
Paul Guth;Cloudscaling;1900-01-01;2100-01-01;1
Paul Marshall;Rackspace;2012-06-12;2100-01-01;20
Paul Mathews;BlueHost;1900-01-01;2100-01-01;1
Paul McMillan;Nebula;1900-01-01;2100-01-01;32
Paul Michali;Cisco Systems;1900-01-01;2100-01-01;11
Paul Voccio;Rackspace;1900-01-01;2100-01-01;9
paul@openstack.org;Rackspace;1900-01-01;2100-01-01;4
Pavel Kirpichyov;-Individual;1900-01-01;2100-01-01;2
Pavel Sedlák;Red Hat;1900-01-01;2100-01-01;21
Pavel Shkitin;Grid Dynamics;1900-01-01;2100-01-01;2
Pedro Navarro Perez;StackOps Tech.;1900-01-01;2100-01-01;7
Peng Yong;Sina;1900-01-01;2100-01-01;29
Pete Zaitcev;Red Hat;1900-01-01;2100-01-01;32
Peter Feiner;Gridcentric;1900-01-01;2100-01-01;9
Peter Liljenberg;Pagero AB;1900-01-01;2100-01-01;2
Peter Portante;Red Hat;1900-01-01;2100-01-01;64
Peter Pouliot;Microsoft;1900-01-01;2100-01-01;1
Petr Blaho;Red Hat;2013-08-16;2100-01-01;1
Petrut Lucian;Cloudbase Solutions;1900-01-01;2100-01-01;4
Phil Day;HP;1900-01-01;2100-01-01;34
Phil Hopkins;Rackspace;1900-01-01;2100-01-01;12
Phil Neal;HP;1900-01-01;2100-01-01;2
Philip Knouff;Rackspace;1900-01-01;2100-01-01;14
Phong Ly;IBM;2013-04-06;2100-01-01;4
pierre;eNovance;2013-09-06;2100-01-01;3
Pierre Freund;-Individual;1900-01-01;2100-01-01;1
Piotr Siwczak;Mirantis;1900-01-01;2100-01-01;5
pmoosh;-Individual;1900-01-01;2100-01-01;4
Pranav Salunke;Aptira;1900-01-01;2100-01-01;7
Prem Karat;IBM;2013-04-22;2100-01-01;5
pyw;Sina;1900-01-01;2100-01-01;2
QingXin Meng;IBM;2013-07-11;2100-01-01;6
Qiu Yu;Baidu;1900-01-01;2100-01-01;19
Rafael Durán Castañeda;Bvox;1900-01-01;2100-01-01;5
Rafi Khardalian;Metacloud;1900-01-01;2100-01-01;43
raiesmh08;NEC;1900-01-01;2100-01-01;12
Rainer Toebbicke;CERN;1900-01-01;2100-01-01;1
Rainya Mosher;Rackspace;1900-01-01;2100-01-01;1
rajalakshmi-ganesan;Persistent;1900-01-01;2100-01-01;29
Rajaram Mallya;ThoughtWorks;1900-01-01;2100-01-01;195
Rajesh Mohan;Dell;1900-01-01;2100-01-01;2
Ralf Haferkamp;SUSE;1900-01-01;2100-01-01;9
Rami Vaknin;Red Hat;1900-01-01;2100-01-01;6
Randall Burt;Rackspace;2013-06-19;2100-01-01;17
Ravikumar Venkatesan;HP;1900-01-01;2100-01-01;11
Ray Chen;Sina;1900-01-01;2100-01-01;13
Ray Sun;MicroChild;1900-01-01;2100-01-01;1
Raymond Pekowski;Dell;1900-01-01;2100-01-01;4
Razique Mahroua;IBM;2013-04-01;2100-01-01;2
Razique Mahroua;Nuage & Co;1900-01-01;2013-04-01;74
rbtcollins;HP;1900-01-01;2100-01-01;501
Renier Morales;IBM;1900-01-01;2100-01-01;1
Renuka Apte;Citrix;1900-01-01;2100-01-01;28
Ricardo Carrillo Cruz;HP;2009-02-01;2100-01-01;16
Rich Bowen;Red Hat;1900-01-01;2100-01-01;5
Rich Curran;Cisco Systems;1900-01-01;2100-01-01;4
Richard Su;Red Hat;2013-04-25;2100-01-01;5
Rick Clark;Cisco Systems;2011-03-01;2100-01-01;1
Rick Harris;Rackspace;1900-01-01;2100-01-01;591
Riddhi Shah;Rackspace;1900-01-01;2100-01-01;7
Rob Crittenden;Red Hat;1900-01-01;2100-01-01;1
Rob Esker;NetApp;1900-01-01;2100-01-01;2
Rob Raymond;HP;2013-09-03;2100-01-01;1
Robert Clark;HP;1900-01-01;2100-01-01;3
Robert H. Hyerle;HP;1900-01-01;2100-01-01;2
Robert Myers;Rackspace;1900-01-01;2100-01-01;20
Robert Pothier;Cisco Systems;2013-05-24;2100-01-01;1
Robert Tingirica;Cloudbase Solutions;1900-01-01;2100-01-01;1
Robert van Leeuwen;Spilgames;1900-01-01;2100-01-01;2
Robie Basak;Canonical;1900-01-01;2100-01-01;1
rockyg;Huawei;1900-01-01;2100-01-01;2
Rohan Kanade;NTT;1900-01-01;2100-01-01;9
Rohit Karajgi;NTT;1900-01-01;2100-01-01;25
rohitagarwalla;Cisco Systems;2011-07-29;2100-01-01;31
rohitagarwalla roagarwa@cisco.com;Cisco Systems;1900-01-01;2100-01-01;1
Roland Hochmuth;HP;1900-01-01;2100-01-01;1
Roman Bogorodskiy;Mirantis;1900-01-01;2100-01-01;6
Roman Podolyaka;Mirantis;1900-01-01;2100-01-01;74
Roman Prykhodchenko;Mirantis;1900-01-01;2100-01-01;21
Roman Revyakin;-Individual;1900-01-01;2100-01-01;1
Roman Sokolkov;Mirantis;1900-01-01;2100-01-01;1
ronak-c;Nuage & Co;1900-01-01;2100-01-01;1
Ronen Kat;IBM;1900-01-01;2100-01-01;6
Rongze Zhu;Cloudbase Solutions;1900-01-01;2100-01-01;4
Rosario Di Somma;DreamHost;1900-01-01;2100-01-01;5
Rossella Sblendido;Midokura;2013-09-03;2100-01-01;6
rpedde;Rackspace;1900-01-01;2100-01-01;1
Ruby Loo;Yahoo!;1900-01-01;2100-01-01;7
Rudrajit Tapadar;Cisco Systems;2013-08-26;2100-01-01;1
Rupak Ganguly;HP;1900-01-01;2100-01-01;3
Rushi Agrawal;NetApp;1900-01-01;2100-01-01;13
Russell Bryant;Red Hat;1900-01-01;2100-01-01;488
Russell Sim;University of Melbourne;1900-01-01;2100-01-01;5
Ryan Hsu;VMware;1900-01-01;2100-01-01;4
Ryan Lane;Wikimedia Foundation;1900-01-01;2100-01-01;54
Ryan Lucio;Internap;1900-01-01;2100-01-01;6
Ryan Moore;HP;1900-01-01;2100-01-01;2
Ryan O'Hara;Red Hat;1900-01-01;2100-01-01;1
Ryan Petrello;DreamHost;2013-06-27;2100-01-01;9
Ryota MIBU;NEC;1900-01-01;2100-01-01;14
Ryu Ishimoto;Midokura;1900-01-01;2100-01-01;53
Sabari Kumar Murugesan;VMware;1900-01-01;2100-01-01;9
sagar-r-nikam;HP;1900-01-01;2100-01-01;1
Saggi Mizrahi;Red Hat;1900-01-01;2100-01-01;3
Sahdev Zala;IBM;1900-01-01;2100-01-01;13
Sahid Orentino Ferdjaoui;Cloudwatt;1900-01-01;2100-01-01;3
Sai Krishna;Oklahoma State University;1900-01-01;2100-01-01;35
saikrishna;-Individual;1900-01-01;2100-01-01;2
Salvatore Orlando;Nicira;1900-01-01;2012-07-23;180
Salvatore Orlando;VMware;1900-01-01;2100-01-01;164
Sam Alba;dotCloud Inc.;1900-01-01;2100-01-01;1
Sam Harwell;Rackspace;1900-01-01;2100-01-01;3
Sam Morrison;University of Melbourne;1900-01-01;2100-01-01;23
Sam Stoelinga;-Individual;1900-01-01;2100-01-01;3
Samuel Merritt;SwiftStack;1900-01-01;2100-01-01;106
Sandro Mathys;ETH Zurich;1900-01-01;2100-01-01;2
SandyWalsh;Rackspace;1900-01-01;2100-01-01;405
